paravdox giorgia adoro tutto come sempre per ti vedo di meno tl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sterkte voor familie belgi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pray belgium prayforbelgium drawing dibujo country like4like l4l r4r lifestyle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cuando descubres que la mujer que te gusta es casada tiene una beb foreveralone noesmicaso teamonoviamia	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
nice us really care prez busy baseball game right try show later	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sending love thoughts belgium prayforbelgium belgium belgique world	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stop pouty	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brussels may 6 dhamakay afsos dukh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
big actors come small cities leave solapur amp actor interested promoting movies	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
alright twitter need break social media day two feeling really know go	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
booked butbuzzing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
il momento tragico cui tutti sono euforici per geordie shore e tu non puoi vederlo perch non hai sky story geordieshore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
wiiu stopping production year	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
something smells rotten europe brussels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nazi ebay items w swastika visit store hate valentinesday vday vday2016 love sex hot jobs	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nazi ebay items w swastika visit store hate valentinesday vday vday2016 love sex hot jobs	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sad drawing channel subscribe receive last videos dontbesad heppiness ness nature sketch sketchi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
excited visit nc bojangles amp backyard bbq pit	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
got kidding 4 cities later still package phone call thee worst badbusiness neveragain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stepped puddle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jews start standing mixedmultitudes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
la cuenta fandom q tengo gegege pero ya ni la uso	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
finished sonsofanarchy highlyrecommended	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
depressed folllowme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prayforbrussels brussels belgian ness hope love peace peaceandlove peaceful	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
que bando de criminosos querem paz	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
listened yesterday podcast dare snicker melb making gf hahaha love totally agree never	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nazi ebay items w swastika visit store bad love evil hate happy sex la ny us usa xmas aa	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
perdi aula da jnia hoje	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brusselsattack belgium day bad socialmedia plan europe got facebook advertisement	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
live sad world brussels love support day always remember world	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iba seguir esta cuenta pensando que eran todos de gifs de sexo	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
leigh thehat r u guys way hope well u successful eventful day missed ur 3 3 younow	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
whole world light monuments one country another one humanity problem brussles ankara ivory	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
playing rick wakeman lothlorien melancholy melancholymusic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yes yes yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miss everyone cali alabama culture shock real trying make best california moved smile	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
news hear robford passed away american followers know mayor toronto messed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feel tired	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
older get less believe destined greatness	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
maddening	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gunsnroses novemberrain music rock love song nowplaying	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intrigued know tickets 57 bristol 20 venues restrictive young people amp families	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
things like attacks constant reminder fickle life imagine many people left homes way work	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
sadly focused team go sb wants party	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hahahaha set kayo date tagal ko na di nakakasama sainyo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ignorance racism still exists 2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fck terrorism brussels belgium peace day	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sweden thoughts brussels prayforbrussels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
man alzheimer attacked woman nursing home died sad way around alzheimers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asking question months church even showing blm blacklivesmatter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oh rob famous toronto mayor thought make back city council rehab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sad cuz tell baby getting taller looking grown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amsterdam supports brussel bellehelene amsterdam brussel bruxelles dam square	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hope	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
explains everything tho im quitting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
god would sanction killing innocent people including women children none belgiumattacks cowards misguidedfools	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
share prayforbruxelles colorful colour rainbow hand picoftheday photooftheday	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brussels prayersforbrussels nomorehate sendinglove terrorattack westandtogether	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
going gym week	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
well guess know belgian flag looks like belgiumstrong	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
praying belgium prayingforbelgium heartbreak toosad notfair stopsofferenze pain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taught fool master ben johnson quote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
love bastard love brasil booboo	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tintin fan disappointed yet another childhood dream destroyed dreams ambition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seems sarah family know quite bit inside courthouse days	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
studentego students robford toronto rip college university toronto ontario	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pavement wall reality merge ideas feelings fears war wall artificial photography	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
walking pub literally lol loud thinking text send	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
praying belgium prayingforbelgium heartbreak toosad notfair stopsofferenze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
deep compassion brssels looney b pray emotional moments brussels brussels thoughtsandprayers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yciowe mama powiedziaa e jak jeszcze raz zaczn pyskowa j prowokowa dostan w twarz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
belgium courage cavatroploin paris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stop islam trending stop generalising stop fueling hateful nutters hate terrible things helping	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nothing better watching need good cry sobfest hurtingheart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
poll trump clinton score historic unfavorable ratings lt screwed either way	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wynne mpp belonging ethnic minorities one less	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sad unfair brussel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
helping kids cope feelings workbook home school counseling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0 marray xarra mu khafa dy waim che da ta toll team shuld killed randomly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
belgique paspeur non unis stoptime bruxelles coeur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acknowledge ur accomplishments student year bitter depressed prom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
por que afecta tanto darme cuenta de algo que en el fondo ya saba strong relax despejandomiment	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
je n ai plus les mots pourquoi tant de haine prayforbelgique prayforbelgium	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dnde va parar el mundo si todo es sexo drogas violencia guerra de poder un mundo sin equilibrio un mundo sin valores	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
instead finding getting rid bad apples everyone made live rotten barrel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
safer eu argument seems little stale todays events brussels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
social personal sadness naive enough think today great angry worldisfuckedup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
well start christian called christian love pork quite simply think bigoted create division	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lie lie gets piled peeps thinks denial river egypt firethatvoiceinurhead bewarethotheotherswillbmad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
even brad knows whatsup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34 years younger school 7 time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
toptags top tags nothappy cry crying tears instasad ness depressed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
every morning watch reckless cars 80mph overtake someone street school 3 kindergartens 500 yards away	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
robford addict everyone liked 2 hang 2 dry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
think saw dead beaver side road	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
well guess worry panic headlining honda civic tour amp relieved	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
prayforbruxelles aimonsnousvivants fighter never stop	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
attacking belgium name god ones must isis water boys trying team b brusselsattack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ig cant go whole day bein cool	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
people repent come know true god ia coming pulpit watered sermons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
really wish sold miniture version gianthen really want one easter missedopportunity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
fun sprocker bartlett diff circs wd fun	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
belgiumattack nomore peaceonearth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
know admit fault block never hear truth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
esos de slo le dieron mi tweet pero veo que lleguen de sorpresa con una dotacin de paletas mi trabajo	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
superstar playing ny retire n ny cuz run u dead amp u u use run u town	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
sad love quotes love	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
praying pray brussels tragic heart love march 2016 flag tragedy ness help	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
everyone wonders world war 3 happen seem realize already underway brussels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feeling like freight train nerve people shady narrow minded people think know fuckfake karmacoming	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
prayforbelgium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ranguma cuts health budget adds office ksh 178 million	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u turned back exciting local donegal producer multinational bland corp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
belgium tragedy truly horrific unfortunately fan flames hate help legitimize trump2016 racist narrative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
life cant worse feel like crying upset	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
prayforbrussels bruxelles horror belgium country love cruel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uivo smatraju da su tvrdnje daesh odgovornosti za teroristike napade u brisel istinite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
powerful cartoon become symbol solidarity brussels attacks via	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
insure told today shameful badservice appalling nocustomercare strangebehaviour	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
perdu le concours avec lolo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probably saw poll said republicans 2nd choice prez mailman son lol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amazing nowroz party voa jani daiylan kurd service playing nice music well done	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
loss loved one inspire get happy rather ness grief healing moms	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
bombs radicalising belgian friends muslims creating perfect environment violence hatred	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
disappointed decision drop support 10 users ilovebb10apps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sad whn ppl dnt knw wht de r shring malda n mallya soing comparison	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
pray brussels pray peace tristesse horrible paix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
found museum staff strike sat celtic exhibit know good places visit edinburgh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
premature autism deaths hidden crisis says charity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
enough said fuckterrorism alexp oldschool hiphop hiphopmusic deutschrap germanrap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
day 117 1p1d jesuisbruxelles	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verdrietig brussels laten asjeblieft lief tegen elkaar blijven doen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mi spezzi il cuore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
today day chemical romance broke mychemicalromance	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
two days left work starting feel real leaving newbeginnings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latest book finds till death amp hancock	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
electric chair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pray belgium day	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fire gladly risk via somber grief	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
playing clem leek trying hard music song	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
big innovate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feel bad able celebrate little brothers birthday today	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tired fake people polishgirl poland warsaw rainyday englishverygood	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mathews mention liz drink rule modified 3 ounces rather traditional shot 1 5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tweeted feel want cry bpd lonely abandoned alone right feel emotional overthinking anxiety	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
np nothing left say ft amp djemeia melodiesinfonie remix remix illfuturetunes	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2 friends trust saw batmanvsuperman said blah meh come really eyeroll affleck gal good sigh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
boring journeys like wonder whether automated announcer voice person ever gets train hears awks	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
day find peace heart read whole blog post peaceforbrussels	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stop world want get bruxelles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
childish way intimidate speaker bit like jc jm arriving deliberately late benn speech	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
omg im sad hate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yes caught audience use gonna make team get home shame	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wip yet wolf dog protect spirit animal nature wild black drawing draw love	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
realizing prepster look today complete forgot pearl studs amiafashionista amicoolyet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
time words express sadness pakvnz wt20 pak nz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
call patrolling muslim neighborhoods utilizes logic goplogic tedcruz islam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pree feelinglonely midterms r freakn booring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lisandra souto era melhor da novela e deixou carreira pra ser dona de casa meubemmeumalnoviva	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sad today prayforbruselas prayforbrusells jesuisbrussels stopthis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
feelingblue movies may help cope heres 30secondmom johnnydepp quote mentalhealth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sad day peace love love peace pray brussels	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
devastating things brussells prayforbrussles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stopping animal shelter aspergers son total fail got 3 dogs amp complete stop take loud cages	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
limited data back 11 days slow ass service tmobile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
today europe humanity got crumpled get amp live stories angry resiliant	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
riot pls fix 20 minutes login jesus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cookies baked suck sad day	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nazi government ebay items w swastika visit store donaldtrump love war peace bad nfl nba	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brussels world humanity angry disappointed people belgium prayersforbrussels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
prayers gonna go 3 months 3 months gonna keep happening	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feelingblue movies may help cope heres 30secondmom johnnydepp quote mentalhealth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stopislam brusselsattacks anger attack much tragedies world	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
say butthisiscommoninnaija	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nice see allow euro soccer shoe god forbid work allow outdoor game cbj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
attacking brussels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zerschnitte ist die haut doch das lcheln ist perfekt depressed cutting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
steady panda picart mask contemporaryart tumblr dness satan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
take advantage opportunities selfish way amp even still amount nothing	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
belgium brussels attack even wont seen horror	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
really hard see pictures brussels know place inside	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r giving tv time todays phone interview disgusting sensationalism ratings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nodatemonthsary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clearly never spicy fruit called tangerine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
true true silent novak playing fire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
love kristen stewart punk bands scene ofmiceandmen grunge alternative scenegirl mcr nirvana	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
man pick choose one kids wants feed amp feest family home hungry	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
